ID,DGP,EV
v6_2019_3_22_10.08_8909_8909_8909,0.430628,612.042750
v6_2019_3_20_9.75_8906_8906_8906,1.000000,10366.858145
v8_2019_4_1_11.58_8909_8909_8909,0.186195,462.971864
v8_2019_3_20_11.58_8906_8906_8906,0.421113,4445.103653
v6_2019_3_20_10.17_8906_8906_8906,1.000000,10610.867920
v6_2019_3_22_11.83_8906_8906_8906,0.416849,4377.780444
v8_2019_4_1_10.42_8909_8909_8909,0.479805,982.205707
v8_2019_3_20_10.25_8909_8909_8909,0.446386,796.757550
v6_2019_3_20_11.17_8905_8905_8905,1.000000,31734.949846
v6_2019_3_22_10.58_8905_8905_8905,1.000000,36450.588984
v8_2019_4_1_9.58_8905_8905_8905,1.000000,49170.988941
v8_2019_3_20_9.33_8909_8909_8909,0.477674,734.025309
v6_2019_3_20_10.0_8906_8906_8906,1.000000,10429.025818
v6_2019_3_22_11.42_8905_8905_8905,1.000000,25542.803500
v8_2019_4_1_10.08_8906_8906_8906,1.000000,15726.349759
v8_2019_3_20_11.75_8906_8906_8906,0.414156,4330.429946
v6_2019_4_1_10.08_8906_8906_8906,1.000000,15906.775518
v6_2019_3_20_11.92_8909_8909_8909,0.185198,447.994872
v8_2019_4_1_9.08_8909_8909_8909,0.496306,1014.514689
v8_2019_3_20_10.75_8905_8905_8905,1.000000,33992.749899
v6_2019_3_20_9.08_8906_8906_8906,1.000000,9687.647849
v6_2019_4_1_11.83_8909_8909_8909,0.181174,386.815183
v8_2019_4_1_11.83_8909_8909_8909,0.183996,429.179403
v8_2019_3_20_10.5_8905_8905_8905,1.000000,33138.288113
v6_2019_3_20_10.67_8906_8906_8906,0.998632,9905.909664
v6_2019_3_22_11.58_8906_8906_8906,0.433473,4655.051073
v8_2019_4_1_10.0_8909_8909_8909,0.484307,1093.090041
v8_2019_3_20_9.17_8906_8906_8906,1.000000,9672.082747
v6_2019_3_20_9.42_8909_8909_8909,0.471418,752.272529
v6_2019_4_1_11.08_8905_8905_8905,1.000000,32173.281266
v8_2019_4_1_9.83_8905_8905_8905,1.000000,56318.807300
v8_2019_3_20_11.42_8909_8909_8909,0.398589,710.538238
v6_2019_3_20_11.67_8905_8905_8905,1.000000,15291.118269
v6_2019_3_22_10.42_8906_8906_8906,1.000000,10766.870139
v8_2019_4_1_11.08_8905_8905_8905,1.000000,35856.725361
v6_2019_3_20_9.25_8906_8906_8906,1.000000,10274.412493
v6_2019_4_1_9.83_8906_8906_8906,1.000000,16909.399787
v8_2019_3_20_10.58_8909_8909_8909,0.431882,795.570066
v8_2019_4_1_10.33_8905_8905_8905,1.000000,48754.066584
v6_2019_3_20_11.17_8909_8909_8909,0.417685,730.357575
v6_2019_3_22_9.92_8905_8905_8905,1.000000,39015.214932
v8_2019_3_20_11.08_8906_8906_8906,0.965454,9423.581582
v8_2019_4_1_11.33_8906_8906_8906,0.398801,4081.646189
v6_2019_3_20_11.5_8906_8906_8906,0.745753,6300.567393
v6_2019_4_1_11.25_8909_8909_8909,0.181850,397.651094
v8_2019_3_20_10.83_8909_8909_8909,0.419899,781.554345
v8_2019_4_1_10.5_8906_8906_8906,1.000000,14950.868168
v6_2019_3_20_10.33_8905_8905_8905,1.000000,35033.817456
v6_2019_4_1_9.25_8906_8906_8906,1.000000,14590.073549
v8_2019_3_20_11.0_8909_8909_8909,0.411532,782.099981
v8_2019_4_1_9.17_8905_8905_8905,1.000000,50778.720644
v6_2019_3_20_11.33_8906_8906_8906,0.931835,9068.676790
v6_2019_3_22_11.75_8906_8906_8906,0.418293,4404.049857
v8_2019_3_20_10.08_8905_8905_8905,1.000000,34905.298457
v8_2019_4_1_11.17_8909_8909_8909,0.182550,408.308541
v6_2019_3_20_9.5_8909_8909_8909,0.473586,735.984823
v8_2019_3_20_9.67_8906_8906_8906,1.000000,10243.597580
v6_2019_3_26_11.58_8909_8909_8909,0.173655,320.923745
v6_2019_3_28_9.42_8906_8906_8906,1.000000,10339.575037
v8_2019_4_1_9.5_8909_8909_8909,0.488588,958.554971
v6_2019_3_22_9.67_8909_8909_8909,0.438209,599.177143
v8_2019_3_20_10.5_8909_8909_8909,0.436581,759.551394
v8_2019_4_1_11.0_8906_8906_8906,1.000000,13051.065524
v6_2019_3_28_11.25_8905_8905_8905,1.000000,15709.249514
v6_2019_3_26_11.75_8905_8905_8905,0.777056,10494.301456
v8_2019_3_20_10.75_8909_8909_8909,0.431008,817.871056
v6_2019_3_28_10.25_8906_8906_8906,1.000000,10699.922902
v8_2019_4_1_10.67_8906_8906_8906,1.000000,14217.413120
v6_2019_3_22_11.0_8906_8906_8906,0.951761,9328.609658
v8_2019_3_20_10.25_8905_8905_8905,1.000000,34587.315133
v6_2019_3_28_9.58_8905_8905_8905,1.000000,35689.981462
v8_2019_4_1_9.67_8909_8909_8909,0.486568,1002.928758
v6_2019_3_22_10.75_8905_8905_8905,1.000000,33814.274544
v8_2019_3_20_9.33_8905_8905_8905,1.000000,34880.978429
v8_2019_4_1_11.67_8905_8905_8905,0.957600,13601.411186
v6_2019_3_28_9.08_8909_8909_8909,0.461353,717.202298
v6_2019_4_1_10.75_8906_8906_8906,1.000000,14286.505326
v8_2019_3_20_11.25_8906_8906_8906,0.964298,9488.432246
v8_2019_4_1_11.92_8909_8909_8909,0.185244,448.576611
v6_2019_3_28_9.5_8906_8906_8906,1.000000,10484.131605
v6_2019_3_22_10.92_8905_8905_8905,1.000000,31214.102081
v8_2019_3_20_10.0_8906_8906_8906,1.000000,10485.885137
v8_2019_4_1_9.92_8905_8905_8905,1.000000,49269.486695
v6_2019_3_28_9.83_8905_8905_8905,1.000000,38584.197323
v6_2019_3_22_11.92_8906_8906_8906,0.411052,4275.809848
v8_2019_3_20_11.67_8906_8906_8906,0.419360,4417.024329
v8_2019_4_1_10.17_8906_8906_8906,1.000000,14951.979378
v6_2019_3_28_10.0_8909_8909_8909,0.447053,744.322484
v6_2019_4_1_11.75_8905_8905_8905,0.947514,13431.985575
v8_2019_3_20_9.08_8906_8906_8906,1.000000,9743.010015
v8_2019_4_1_9.17_8909_8909_8909,0.506728,1061.185278
v6_2019_3_28_10.08_8906_8906_8906,1.000000,11096.246880
v6_2019_4_1_11.5_8906_8906_8906,0.399935,4103.155471
v8_2019_3_20_10.67_8905_8905_8905,1.000000,30937.628096
v8_2019_4_1_11.17_8905_8905_8905,0.961366,13668.915967
v6_2019_3_28_9.75_8905_8905_8905,1.000000,36251.135815
v6_2019_3_22_9.25_8909_8909_8909,0.512335,887.274721
v8_2019_3_20_10.92_8909_8909_8909,0.417243,820.085581
v8_2019_4_1_9.5_8905_8905_8905,1.000000,47202.730234
v6_2019_3_28_11.5_8909_8909_8909,0.187454,485.522480
v6_2019_3_22_9.75_8905_8905_8905,1.000000,25914.910557
v8_2019_3_20_9.42_8909_8909_8909,0.477538,709.523064
v8_2019_4_1_10.33_8909_8909_8909,0.474175,1019.943842
v6_2019_3_28_11.08_8905_8905_8905,1.000000,34086.758503
v6_2019_3_22_10.67_8909_8909_8909,0.442364,792.064320
v8_2019_3_20_9.25_8906_8906_8906,1.000000,10155.853694
v8_2019_4_1_9.33_8906_8906_8906,1.000000,14376.555384
v6_2019_3_28_10.42_8909_8909_8909,0.438120,780.263770
v6_2019_3_22_11.5_8909_8909_8909,0.182145,403.381408
v8_2019_3_20_11.33_8905_8905_8905,1.000000,31101.213525
v8_2019_4_1_11.92_8905_8905_8905,0.926433,13068.609930
v6_2019_3_28_9.25_8909_8909_8909,0.476731,700.884198
v6_2019_3_22_9.08_8909_8909_8909,0.492130,704.809369
v8_2019_3_20_10.33_8906_8906_8906,1.000000,10403.128307
v8_2019_4_1_10.92_8906_8906_8906,1.000000,13039.351644
v6_2019_3_28_9.08_8905_8905_8905,1.000000,32824.477951
v6_2019_3_22_10.17_8905_8905_8905,1.000000,33797.931340
v8_2019_3_20_11.5_8906_8906_8906,0.734174,6114.382806
v8_2019_4_1_9.92_8909_8909_8909,0.484492,1033.930790
v6_2019_3_28_10.75_8906_8906_8906,0.732141,6386.991062
v6_2019_3_22_9.83_8905_8905_8905,1.000000,34231.345814
v8_2019_3_20_10.17_8909_8909_8909,0.451538,836.852261
v8_2019_4_1_9.67_8905_8905_8905,1.000000,49553.787638
v6_2019_3_28_9.83_8909_8909_8909,0.464962,783.373153
v6_2019_3_22_10.0_8909_8909_8909,0.430604,644.299181
v8_2019_3_20_10.92_8905_8905_8905,1.000000,32968.804172
v6_2019_3_28_10.0_8905_8905_8905,1.000000,35963.240266
v6_2019_3_22_11.33_8909_8909_8909,0.402831,686.540878
v8_2019_4_1_11.67_8909_8909_8909,0.188556,502.000461
v8_2019_3_20_9.58_8906_8906_8906,1.000000,10390.173757
v6_2019_3_28_11.25_8909_8909_8909,0.182078,402.263387
v6_2019_3_22_9.42_8906_8906_8906,1.000000,9749.352739
v8_2019_4_1_11.83_8906_8906_8906,0.390323,3936.594786
v8_2019_3_20_9.42_8905_8905_8905,1.000000,34565.699089
v6_2019_3_28_9.58_8909_8909_8909,0.460906,745.442579
v6_2019_3_22_9.58_8905_8905_8905,1.000000,29155.807668
v8_2019_4_1_10.08_8909_8909_8909,0.485478,1082.273971
v8_2019_3_20_11.92_8906_8906_8906,0.402815,4139.166496
v6_2019_3_28_10.42_8905_8905_8905,1.000000,35504.259521
v6_2019_3_22_9.5_8905_8905_8905,1.000000,31570.314525
v8_2019_4_1_9.08_8906_8906_8906,1.000000,14323.898684
v6_2019_3_28_9.25_8905_8905_8905,1.000000,34832.465573
v8_2019_3_20_9.83_8906_8906_8906,1.000000,10568.397501
v8_2019_4_1_10.0_8906_8906_8906,1.000000,15038.543194
v6_2019_3_22_11.67_8906_8906_8906,0.426519,4537.159919
v6_2019_3_28_11.42_8906_8906_8906,0.423639,4495.488892
v8_2019_3_20_10.67_8909_8909_8909,0.422908,678.006371
v8_2019_4_1_10.83_8905_8905_8905,1.000000,47591.156935
v6_2019_3_22_9.75_8909_8909_8909,0.403970,597.819772
v6_2019_3_28_10.58_8906_8906_8906,1.000000,10418.607880
v8_2019_3_20_11.17_8906_8906_8906,0.980229,9678.754103
v8_2019_4_1_9.42_8909_8909_8909,0.494086,1043.251691
v6_2019_3_22_10.67_8905_8905_8905,1.000000,37552.889717
v6_2019_3_28_9.75_8909_8909_8909,0.456091,786.931539
v8_2019_3_20_9.5_8906_8906_8906,1.000000,10396.554193
v8_2019_4_1_11.58_8906_8906_8906,0.392090,3967.919132
v6_2019_3_22_11.5_8905_8905_8905,1.000000,15460.868733
v6_2019_3_28_11.5_8905_8905_8905,1.000000,14870.832475
v8_2019_3_20_10.17_8905_8905_8905,1.000000,35506.336795
v8_2019_4_1_10.42_8906_8906_8906,1.000000,14738.206433
v6_2019_3_22_10.92_8909_8909_8909,0.417719,661.178698
v6_2019_3_28_10.83_8906_8906_8906,0.793644,7175.578505
v8_2019_3_20_9.75_8906_8906_8906,1.000000,10409.685878
v8_2019_4_1_10.58_8905_8905_8905,1.000000,51666.019066
v6_2019_3_22_9.25_8905_8905_8905,1.000000,47104.159369
v8_2019_3_20_10.08_8906_8906_8906,1.000000,10306.772943
v8_2019_3_20_11.33_8909_8909_8909,0.403357,767.140830
v6_2019_3_21_11.92_8905_8905_8905,1.000000,14362.125735
v8_2019_3_21_9.25_8909_8909_8909,0.484958,716.596168
v8_2019_3_20_11.83_8909_8909_8909,0.185089,447.231162
v8_2019_3_20_11.25_8909_8909_8909,0.409916,766.248674
v8_2019_3_21_10.42_8909_8909_8909,0.451656,768.225341
v6_2019_3_21_11.67_8909_8909_8909,0.182219,401.419768
v8_2019_3_28_9.33_8909_8909_8909,0.462961,778.424488
v8_2019_3_20_11.75_8905_8905_8905,1.000000,14365.804906
v6_2019_3_21_9.5_8905_8905_8905,1.000000,36089.315766
v8_2019_3_21_11.58_8909_8909_8909,0.185094,447.174353
v8_2019_3_28_10.67_8906_8906_8906,0.746228,6596.663320
v8_2019_3_20_9.17_8905_8905_8905,1.000000,32645.981807
v6_2019_3_21_10.5_8909_8909_8909,0.447692,824.732523
v8_2019_3_21_9.75_8905_8905_8905,1.000000,37476.502188
v8_2019_3_28_9.17_8906_8906_8906,1.000000,9953.315377
v8_2019_3_20_10.5_8906_8906_8906,1.000000,9799.749907
v6_2019_3_21_11.17_8905_8905_8905,1.000000,32202.466021
v8_2019_3_21_11.5_8909_8909_8909,0.190332,531.740834
v8_2019_3_28_10.5_8905_8905_8905,1.000000,34946.230521
v8_2019_3_20_10.75_8906_8906_8906,1.000000,10105.722209
v6_2019_3_21_9.67_8906_8906_8906,1.000000,10535.195605
v8_2019_3_21_10.75_8906_8906_8906,1.000000,10395.944361
v8_2019_3_20_10.83_8906_8906_8906,0.972359,9505.629317
v8_2019_3_28_11.33_8906_8906_8906,0.411676,4277.250210
v6_2019_3_21_11.0_8909_8909_8909,0.427243,746.964232
v8_2019_3_21_11.75_8905_8905_8905,1.000000,14324.344057
v8_2019_3_28_11.0_8905_8905_8905,1.000000,33489.554393
v6_2019_3_21_10.17_8906_8906_8906,1.000000,10433.734356
v8_2019_3_20_11.08_8909_8909_8909,0.413938,779.956938
v8_2019_3_21_9.58_8909_8909_8909,0.476087,757.131655
v8_2019_3_28_10.33_8905_8905_8905,1.000000,34162.469364
v6_2019_3_21_10.33_8909_8909_8909,0.447181,768.505471
v8_2019_3_20_9.67_8909_8909_8909,0.473247,727.232596
v8_2019_3_21_11.25_8909_8909_8909,0.402130,649.105176
v6_2019_3_21_10.25_8909_8909_8909,0.442952,781.217884
v8_2019_3_28_11.17_8909_8909_8909,0.403689,786.467957
v8_2019_3_20_11.0_8906_8906_8906,0.972486,9606.412116
v8_2019_3_21_9.08_8905_8905_8905,1.000000,36169.693354
v6_2019_3_21_9.58_8909_8909_8909,0.479126,718.995150
v8_2019_3_28_9.92_8906_8906_8906,1.000000,10629.446956
v8_2019_3_20_11.83_8905_8905_8905,0.995134,14228.515385
v8_2019_3_21_10.0_8905_8905_8905,1.000000,36017.579122
v8_2019_3_28_10.92_8906_8906_8906,0.974435,9771.170742
v6_2019_3_21_9.08_8905_8905_8905,1.000000,36605.279242
v8_2019_3_20_9.92_8905_8905_8905,1.000000,33452.315291
v8_2019_3_28_11.42_8909_8909_8909,0.183410,418.806306
v6_2019_3_21_11.75_8906_8906_8906,0.418140,4401.640930
v8_2019_3_28_10.5_8909_8909_8909,0.433376,797.663954
v8_2019_3_20_11.42_8906_8906_8906,0.930142,9084.578069
v8_2019_3_21_9.83_8909_8909_8909,0.462784,777.010204
v6_2019_3_21_10.75_8905_8905_8905,1.000000,35343.769423
v8_2019_3_28_9.33_8905_8905_8905,1.000000,34335.366267
v8_2019_3_20_10.58_8906_8906_8906,1.000000,10003.326150
v8_2019_3_21_10.42_8905_8905_8905,1.000000,38684.438891
v6_2019_3_21_10.0_8905_8905_8905,1.000000,36549.616283
v8_2019_3_28_11.17_8905_8905_8905,1.000000,32305.811005
v8_2019_3_20_10.42_8905_8905_8905,1.000000,34171.833811
v8_2019_3_21_9.75_8909_8909_8909,0.468637,783.429784
v6_2019_3_21_9.83_8909_8909_8909,0.468449,714.685692
v8_2019_3_28_10.17_8906_8906_8906,1.000000,10537.284886
v8_2019_3_20_11.58_8905_8905_8905,1.000000,14862.264375
v8_2019_3_28_10.83_8909_8909_8909,0.362177,613.928397
v6_2019_3_21_10.83_8905_8905_8905,1.000000,35752.297664
v8_2019_3_28_9.67_8906_8906_8906,1.000000,10868.391671
v8_2019_3_20_11.75_8909_8909_8909,0.191956,559.936190
v8_2019_3_28_11.08_8906_8906_8906,0.988317,10004.271046
v8_2019_3_26_10.58_8905_8905_8905,0.666501,6566.689523
v8_2019_3_28_11.0_8909_8909_8909,0.410128,813.014835
v8_2019_3_20_9.17_8909_8909_8909,0.471936,666.957726
v8_2019_3_21_11.58_8905_8905_8905,1.000000,14859.962185
v8_2019_3_26_11.42_8905_8905_8905,0.696552,9106.908821
v8_2019_3_28_10.33_8909_8909_8909,0.436496,715.785840
v8_2019_3_20_10.25_8906_8906_8906,1.000000,10240.267965
v8_2019_3_28_9.25_8909_8909_8909,0.475834,750.453196
v8_2019_3_28_9.08_8905_8905_8905,1.000000,31673.323110
v8_2019_3_20_11.25_8905_8905_8905,1.000000,32045.196023
v8_2019_3_26_10.75_8909_8909_8909,0.244756,310.176066
v8_2019_3_21_11.42_8906_8906_8906,0.923171,8907.992284
v8_2019_3_28_10.25_8909_8909_8909,0.436185,855.213429
v8_2019_3_20_9.33_8906_8906_8906,1.000000,10317.436084
v8_2019_3_26_11.0_8905_8905_8905,0.970953,11484.115111
v8_2019_3_21_11.5_8905_8905_8905,1.000000,15108.309199
v8_2019_3_28_9.5_8909_8909_8909,0.459717,721.696574
v8_2019_3_20_9.92_8909_8909_8909,0.455633,726.945270
v8_2019_3_28_10.08_8905_8905_8905,1.000000,36558.269329
v8_2019_3_26_11.25_8906_8906_8906,0.476361,3348.454005
v8_2019_3_28_9.83_8909_8909_8909,0.463840,847.403571
v8_2019_3_20_10.42_8909_8909_8909,0.439516,799.366725
v8_2019_3_28_11.0_8906_8906_8906,0.984007,9956.081946
v8_2019_3_26_9.92_8906_8906_8906,0.904172,8183.202315
v8_2019_3_28_10.0_8905_8905_8905,1.000000,34671.964994
v8_2019_3_28_11.33_8905_8905_8905,0.996214,14225.536652
v8_2019_3_20_11.58_8909_8909_8909,0.188808,507.231851
v8_2019_3_26_10.25_8905_8905_8905,1.000000,13085.767414
v8_2019_3_28_10.75_8905_8905_8905,1.000000,20928.105269
v8_2019_3_20_11.08_8905_8905_8905,1.000000,31920.736737
v8_2019_3_28_9.67_8909_8909_8909,0.461884,797.650531
v8_2019_3_26_9.33_8909_8909_8909,0.473118,729.085597
v8_2019_3_28_9.58_8909_8909_8909,0.454488,803.396690
v8_2019_3_20_9.67_8905_8905_8905,1.000000,34586.594833
v8_2019_3_21_10.58_8906_8906_8906,1.000000,10429.617443
v8_2019_3_26_10.58_8909_8909_8909,0.124731,167.593179
v8_2019_3_28_10.83_8905_8905_8905,1.000000,23738.896394
v8_2019_3_28_10.33_8906_8906_8906,1.000000,10121.058964
v8_2019_3_26_11.0_8906_8906_8906,0.491117,3429.746441
v8_2019_3_26_11.42_8909_8909_8909,0.164745,280.002102
v8_2019_3_28_9.25_8905_8905_8905,1.000000,35604.429083
v8_2019_3_21_11.83_8905_8905_8905,0.982508,14013.550394
v8_2019_3_26_9.67_8909_8909_8909,0.338526,385.294386
v8_2019_3_26_9.17_8906_8906_8906,1.000000,11473.762047
v8_2019_3_28_10.08_8909_8909_8909,0.440607,827.387379
v8_2019_3_28_10.17_8909_8909_8909,0.436843,840.993034
v8_2019_3_26_11.75_8909_8909_8909,0.174044,323.022920
v8_2019_3_26_10.08_8905_8905_8905,1.000000,33302.872819
v6_2019_3_26_10.75_8906_8906_8906,0.463288,3083.794886
v8_2019_3_21_9.25_8905_8905_8905,1.000000,35367.179827
v8_2019_3_26_11.25_8905_8905_8905,0.948356,11277.840468
v8_2019_3_26_10.5_8905_8905_8905,0.559340,4796.318716
v8_2019_3_28_9.92_8905_8905_8905,1.000000,35902.550332
v6_2019_3_26_9.67_8906_8906_8906,0.647670,4980.179086
v8_2019_3_26_10.25_8906_8906_8906,0.545363,3903.655223
v8_2019_3_26_11.08_8906_8906_8906,0.490973,3391.967468
v8_2019_3_28_10.58_8905_8905_8905,1.000000,35911.087380
v8_2019_3_21_11.08_8909_8909_8909,0.417179,757.123832
v8_2019_3_26_9.92_8905_8905_8905,1.000000,27689.692441
v8_2019_3_26_10.83_8909_8909_8909,0.246634,309.489565
v6_2019_3_26_11.0_8909_8909_8909,0.256100,328.983684
v8_2019_3_28_10.67_8905_8905_8905,1.000000,22037.544892
v8_2019_3_26_9.42_8905_8905_8905,1.000000,41206.904706
v8_2019_3_26_10.67_8906_8906_8906,0.438628,2654.957710
v8_2019_3_21_10.83_8906_8906_8906,1.000000,10347.203800
v8_2019_3_28_9.75_8909_8909_8909,0.454061,855.954523
v8_2019_3_26_10.33_8906_8906_8906,0.419232,2228.037749
v8_2019_3_26_9.75_8905_8905_8905,1.000000,23694.069565
v8_2019_3_28_10.5_8906_8906_8906,1.000000,10332.242432
v6_2019_3_26_11.25_8909_8909_8909,0.246176,328.813258
v8_2019_3_26_11.33_8905_8905_8905,0.740169,9844.999458
v8_2019_3_21_9.33_8905_8905_8905,1.000000,35674.445421
v8_2019_3_26_11.5_8909_8909_8909,0.171146,306.528877
v8_2019_3_28_11.42_8905_8905_8905,1.000000,14688.424741
v8_2019_3_26_9.58_8906_8906_8906,0.594462,4203.632298
v8_2019_3_28_10.92_8909_8909_8909,0.412057,751.495286
v8_2019_3_28_11.5_8905_8905_8905,1.000000,14494.385921
v8_2019_3_26_11.67_8905_8905_8905,0.730211,9686.953944
v8_2019_3_26_10.17_8909_8909_8909,0.494348,1162.333375
v8_2019_3_28_9.17_8905_8905_8905,1.000000,33640.496012
v6_2019_3_26_11.42_8906_8906_8906,0.327196,2834.064258
v8_2019_3_26_11.92_8909_8909_8909,0.158035,260.963940
v8_2019_3_26_9.5_8905_8905_8905,1.000000,22710.677910
v8_2019_3_21_10.67_8909_8909_8909,0.435405,874.459187
v6_2019_3_26_10.58_8906_8906_8906,0.391723,2019.622136
v8_2019_3_26_9.25_8909_8909_8909,0.451118,623.360545
v8_2019_3_21_9.5_8906_8906_8906,1.000000,10367.386587
v8_2019_3_26_9.83_8906_8906_8906,0.547116,3770.833706
v6_2019_3_26_10.5_8909_8909_8909,0.062912,123.592781
v8_2019_3_26_10.33_8905_8905_8905,0.733240,7457.506189
v8_2019_3_28_11.17_8906_8906_8906,0.962601,9561.474514
v8_2019_3_26_10.67_8905_8905_8905,0.810250,8863.679978
v6_2019_3_26_10.42_8905_8905_8905,0.609193,5639.548032
v8_2019_3_26_9.42_8906_8906_8906,1.000000,12147.035543
v8_2019_3_28_10.17_8905_8905_8905,1.000000,35785.332910
v8_2019_3_26_9.75_8906_8906_8906,0.820693,7056.563899
v6_2019_3_26_11.58_8905_8905_8905,0.779730,10536.220760
v8_2019_3_26_11.33_8906_8906_8906,0.334686,2952.073885
v8_2019_3_21_11.92_8906_8906_8906,0.401095,4112.904113
v8_2019_3_26_11.67_8906_8906_8906,0.331621,2908.623789
v8_2019_3_28_10.42_8906_8906_8906,1.000000,10480.046373
v8_2019_3_26_9.58_8905_8905_8905,1.000000,14153.566112
v8_2019_3_28_9.92_8909_8909_8909,0.457320,753.419073
v6_2019_3_26_11.08_8909_8909_8909,0.253315,317.777103
v8_2019_3_26_10.92_8909_8909_8909,0.254464,326.956793
v8_2019_3_26_9.5_8906_8906_8906,0.809712,6747.328482
v8_2019_3_21_10.5_8909_8909_8909,0.445242,814.088794
v6_2019_3_26_9.33_8905_8905_8905,1.000000,37221.170585
v8_2019_3_26_10.17_8905_8905_8905,1.000000,53495.313208
v8_2019_3_26_9.08_8909_8909_8909,0.485121,742.685791
v8_2019_3_28_9.67_8905_8905_8905,1.000000,36760.391645
v6_2019_3_26_10.83_8906_8906_8906,0.467696,3203.128941
v8_2019_3_26_9.5_8909_8909_8909,0.406432,504.580256
v8_2019_3_26_10.0_8909_8909_8909,0.496884,1071.483468
v8_2019_3_21_10.92_8905_8905_8905,1.000000,34277.809300
v8_2019_3_26_9.08_8906_8906_8906,1.000000,10686.240538
v6_2019_3_26_11.83_8905_8905_8905,0.721104,9544.232826
v8_2019_3_26_11.17_8909_8909_8909,0.238235,289.963627
v8_2019_3_28_11.33_8909_8909_8909,0.189073,510.010747
v8_2019_3_28_9.42_8906_8906_8906,1.000000,9820.136383
v8_2019_3_26_11.17_8906_8906_8906,0.454989,3093.000855
v8_2019_3_26_9.83_8905_8905_8905,1.000000,12721.160488
v8_2019_3_21_9.67_8906_8906_8906,1.000000,10468.117969
v6_2019_3_21_11.33_8905_8905_8905,1.000000,29657.449081
v8_2019_3_26_10.0_8906_8906_8906,1.000000,15545.125114
v8_2019_3_26_11.92_8905_8905_8905,0.644955,8242.097182
v8_2019_3_28_10.92_8905_8905_8905,1.000000,33088.962890
v8_2019_3_28_10.75_8909_8909_8909,0.341613,535.308023
v8_2019_3_26_9.42_8909_8909_8909,0.495783,816.183337
v8_2019_3_26_9.25_8905_8905_8905,1.000000,29237.898452
v8_2019_3_21_11.0_8909_8909_8909,0.421879,803.110148
v8_2019_3_26_11.33_8909_8909_8909,0.175191,330.647207
v8_2019_3_28_9.58_8905_8905_8905,1.000000,36337.614454
v8_2019_3_26_10.92_8906_8906_8906,0.483964,3288.946823
v8_2019_3_28_9.17_8909_8909_8909,0.467356,685.981952
v6_2019_3_21_10.33_8906_8906_8906,1.000000,10737.283660
v8_2019_3_26_11.92_8906_8906_8906,0.305378,2465.056732
v8_2019_3_26_9.75_8909_8909_8909,0.401168,520.921164
v8_2019_3_21_11.33_8909_8909_8909,0.396257,725.668846
v6_2019_3_21_9.92_8905_8905_8905,1.000000,37512.637263
v8_2019_3_26_10.92_8905_8905_8905,0.945586,11038.028063
v8_2019_3_28_9.33_8906_8906_8906,1.000000,10162.048638
v8_2019_3_26_11.5_8905_8905_8905,0.758106,10157.113408
v6_2019_3_21_11.0_8906_8906_8906,1.000000,10098.329828
v8_2019_3_26_9.25_8906_8906_8906,0.984311,9102.285839
v8_2019_3_21_10.17_8905_8905_8905,1.000000,35219.231092
v6_2019_3_21_9.67_8909_8909_8909,0.465996,795.172211
v8_2019_3_26_11.67_8909_8909_8909,0.172632,314.595043
v8_2019_3_26_10.67_8909_8909_8909,0.219982,244.067046
v8_2019_3_28_10.67_8909_8909_8909,0.349488,590.284765
v8_2019_3_26_9.08_8905_8905_8905,1.000000,36175.431626
v8_2019_3_28_9.08_8909_8909_8909,0.464200,727.772014
v8_2019_3_26_11.5_8906_8906_8906,0.337906,3007.330143
v8_2019_3_21_11.17_8906_8906_8906,0.950848,9257.930976
v8_2019_3_26_10.17_8906_8906_8906,1.000000,15733.838718
v6_2019_3_21_10.17_8909_8909_8909,0.449563,710.674809
v8_2019_3_26_10.25_8909_8909_8909,0.296698,312.002982
v8_2019_3_26_10.0_8905_8905_8905,1.000000,52613.188826
v8_2019_3_28_11.08_8909_8909_8909,0.405616,823.625003
v8_2019_3_28_10.25_8905_8905_8905,1.000000,35554.057062
v8_2019_3_26_10.75_8905_8905_8905,0.881025,9983.346406
v8_2019_3_21_9.17_8906_8906_8906,1.000000,11000.554445
v8_2019_3_26_11.17_8905_8905_8905,0.886438,10321.655623
v6_2019_3_21_10.5_8906_8906_8906,1.000000,10871.183201
v8_2019_3_26_9.67_8906_8906_8906,0.639468,4830.066700
v8_2019_3_28_10.83_8906_8906_8906,0.784623,7046.042251
v8_2019_3_26_9.83_8909_8909_8909,0.294270,311.162969
v8_2019_3_28_9.5_8905_8905_8905,1.000000,34348.975660
v8_2019_3_21_10.5_8905_8905_8905,1.000000,36617.175750
v8_2019_3_26_11.0_8909_8909_8909,0.255326,311.392261
v8_2019_3_28_9.83_8905_8905_8905,1.000000,37599.991223
v8_2019_3_26_10.33_8909_8909_8909,0.192847,213.852579
v8_2019_3_28_9.25_8906_8906_8906,1.000000,10502.860759
v6_2019_3_21_11.67_8906_8906_8906,0.424648,4509.385507
v8_2019_3_26_9.58_8909_8909_8909,0.320038,348.968240
v8_2019_3_26_11.75_8906_8906_8906,0.337318,3006.925670
v8_2019_3_21_10.92_8909_8909_8909,0.420528,781.795945
v8_2019_3_28_10.0_8909_8909_8909,0.446249,751.929556
v8_2019_3_21_10.08_8905_8905_8905,1.000000,35349.342417
v8_2019_3_26_11.83_8906_8906_8906,0.320601,2724.233880
v8_2019_3_28_10.58_8906_8906_8906,1.000000,10564.559835
v6_2019_3_21_9.17_8905_8905_8905,1.000000,38222.507407
